Date,PartID,PartName,ServiceCenter,VehicleModel,QtyOrdered,UnitCost,LeadTimeDays
8/31/2024,P009,Windshield,Shanghai,Model 3,453,1649,29
3/21/2024,P008,Suspension Arm,New York,Model S,177,1500,10
5/23/2024,P016,Tire Set,Fremont,Model Y,234,1080,13
1/8/2024,P010,Coolant Pump,Fremont,Cybertruck,129,1797,29
6/15/2024,P009,Door Handle,Berlin,Model 3,264,1752,21
10/13/2024,P008,Air Filter,New York,Model S,370,914,8
9/24/2024,P014,Battery Module,Berlin,Model X,106,182,13
10/15/2024,P007,Door Handle,Fremont,Model Y,365,407,10
7/4/2024,P011,Battery Module,New York,Cybertruck,26,1503,23
1/12/2024,P020,Motor Assembly,Austin,Model 3,206,1353,29
10/7/2024,P016,Door Handle,Shanghai,Model Y,463,1954,19
10/30/2024,P017,Bumper Cover,Berlin,Cybertruck,176,775,9
3/23/2024,P008,Charging Cable,Shanghai,Model Y,276,1991,9
2/24/2024,P012,Door Handle,Austin,Model Y,24,979,15
5/10/2024,P017,Windshield,Fremont,Model S,449,508,4
5/4/2024,P015,Air Filter,New York,Model S,444,376,12
11/20/2024,P007,Steering Wheel,Austin,Model S,18,1907,22
2/20/2024,P019,Windshield,Shanghai,Cybertruck,460,1040,3
1/27/2024,P017,Shock Absorber,Austin,Model S,11,872,6
6/13/2024,P013,Suspension Arm,Fremont,Model Y,201,909,3
10/7/2024,P008,Mirror Assembly,Austin,Model Y,201,1447,4
2/2/2024,P014,Battery Module,Austin,Cybertruck,424,1352,5
3/2/2024,P008,Shock Absorber,Berlin,Cybertruck,30,1915,7
5/24/2024,P014,Radiator,New York,Model X,389,288,19
6/19/2024,P005,Battery Module,New York,Model S,248,1443,19
10/12/2024,P012,Tire Set,Berlin,Model X,75,1872,4
10/23/2024,P020,Bumper Cover,New York,Cybertruck,378,394,6
4/26/2024,P011,Air Filter,Fremont,Cybertruck,306,201,4
1/4/2024,P004,Bumper Cover,Shanghai,Model S,23,1394,4
3/6/2024,P020,Motor Assembly,Shanghai,Model X,140,1658,11
2/29/2024,P002,Headlight Assembly,Austin,Model 3,405,452,4
10/13/2024,P010,Motor Assembly,New York,Model S,126,250,12
12/10/2024,P010,Mirror Assembly,Berlin,Model 3,58,1741,25
8/16/2024,P007,Battery Module,Shanghai,Model S,304,1298,18
4/9/2024,P012,Infotainment Screen,Shanghai,Model Y,156,1891,11
4/28/2024,P016,Suspension Arm,New York,Model Y,159,795,4
3/9/2024,P010,Fuse Box,Austin,Model 3,286,965,17
5/31/2024,P008,Infotainment Screen,Fremont,Cybertruck,124,1724,11
10/6/2024,P008,Seat Belt Kit,Berlin,Model X,444,395,12
8/8/2024,P005,Headlight Assembly,Fremont,Model S,62,1765,16
8/10/2024,P004,AC Compressor,Fremont,Model Y,296,1264,19
6/13/2024,P012,Door Handle,Shanghai,Model S,19,1302,14
7/29/2024,P011,Fuse Box,Fremont,Model Y,325,800,12
10/5/2024,P015,Shock Absorber,Berlin,Model Y,44,1060,9
3/3/2024,P013,Steering Wheel,Shanghai,Cybertruck,2,1390,8
9/18/2024,P001,Steering Wheel,Berlin,Cybertruck,128,783,18
1/6/2024,P005,Infotainment Screen,Austin,Model X,162,1722,17
9/4/2024,P006,Seat Belt Kit,Fremont,Model S,342,1276,29
8/16/2024,P013,Battery Module,Shanghai,Model Y,27,284,24
10/12/2024,P010,Bumper Cover,Shanghai,Model Y,411,1125,27
9/13/2024,P012,Bumper Cover,Berlin,Model 3,221,1915,8
3/3/2024,P003,Fuse Box,Shanghai,Model X,486,1933,19
1/28/2024,P011,Tire Set,New York,Model 3,450,1207,26
12/10/2024,P015,Infotainment Screen,Berlin,Model S,110,641,26
2/22/2024,P017,Windshield,Berlin,Cybertruck,243,1230,27
9/8/2024,P005,Brake Pad Set,Austin,Model X,69,1144,25
2/7/2024,P005,Brake Pad Set,New York,Model Y,409,1549,6
11/3/2024,P011,Tire Set,Fremont,Model 3,99,241,28
11/29/2024,P008,Mirror Assembly,Austin,Model Y,375,1166,16
5/18/2024,P011,Bumper Cover,Fremont,Model S,101,479,17
2/22/2024,P020,Air Filter,Austin,Cybertruck,81,1716,19
4/3/2024,P015,Coolant Pump,Fremont,Model S,221,620,20
4/3/2024,P009,Air Filter,New York,Model S,146,1075,20
9/19/2024,P018,Battery Module,Shanghai,Model 3,82,1018,19
11/18/2024,P006,Radiator,Fremont,Model 3,450,1933,27
5/16/2024,P006,Bumper Cover,Berlin,Model X,450,1894,7
9/12/2024,P011,Radiator,Berlin,Cybertruck,80,1397,3
2/6/2024,P020,Fuse Box,Fremont,Cybertruck,339,509,5
5/21/2024,P003,Tire Set,Fremont,Cybertruck,253,1320,18
5/26/2024,P011,Steering Wheel,Shanghai,Cybertruck,182,631,8
1/8/2024,P003,Brake Pad Set,New York,Cybertruck,238,346,8
9/7/2024,P018,Infotainment Screen,Berlin,Model Y,399,1230,26
5/14/2024,P003,Suspension Arm,New York,Model S,406,863,21
2/28/2024,P020,Motor Assembly,Berlin,Model 3,413,1420,24
5/2/2024,P010,Tire Set,Fremont,Cybertruck,394,144,3
9/19/2024,P004,Mirror Assembly,Shanghai,Cybertruck,386,802,9
4/29/2024,P004,Headlight Assembly,Shanghai,Model 3,358,1893,9
9/15/2024,P001,Seat Belt Kit,Austin,Model X,341,1722,21
11/18/2024,P017,Door Handle,New York,Model Y,147,1596,17
1/18/2024,P006,Shock Absorber,Fremont,Model S,233,474,22
10/27/2024,P004,Infotainment Screen,New York,Model X,35,1171,27
12/18/2024,P009,Bumper Cover,Austin,Model S,221,150,12
4/1/2024,P010,AC Compressor,Fremont,Model Y,251,1874,8
6/12/2024,P005,Shock Absorber,Austin,Model Y,60,291,7
5/23/2024,P008,Steering Wheel,Berlin,Model X,464,1914,23
11/30/2024,P018,Seat Belt Kit,New York,Model Y,423,1616,29
11/10/2024,P008,Air Filter,Austin,Model 3,41,543,9
8/25/2024,P018,Suspension Arm,Berlin,Model Y,125,453,4
6/22/2024,P007,Windshield,Austin,Cybertruck,200,1274,11
3/23/2024,P008,Tire Set,New York,Model S,333,267,5
6/5/2024,P007,Battery Module,New York,Model Y,34,499,5
4/18/2024,P019,Brake Pad Set,Austin,Model X,388,359,22
6/26/2024,P011,Air Filter,Shanghai,Model 3,396,351,19
9/6/2024,P011,Air Filter,New York,Model 3,218,517,3
9/9/2024,P003,Motor Assembly,Berlin,Model Y,374,1585,18
2/24/2024,P020,Tire Set,Austin,Model X,151,738,18
6/3/2024,P013,Tire Set,Berlin,Model Y,390,584,28
3/31/2024,P010,Seat Belt Kit,Berlin,Cybertruck,489,703,21
12/4/2024,P006,Mirror Assembly,Berlin,Model X,298,255,4
5/5/2024,P003,Brake Pad Set,New York,Cybertruck,335,301,25
12/2/2024,P010,Door Handle,Austin,Model Y,313,1977,22
6/17/2024,P002,Windshield,New York,Model S,388,700,27
5/18/2024,P001,Radiator,Austin,Model 3,338,151,23
1/5/2024,P012,Shock Absorber,Austin,Model Y,245,122,20
3/6/2024,P004,Seat Belt Kit,Berlin,Model Y,66,1772,14
4/20/2024,P020,Radiator,Shanghai,Cybertruck,420,1600,22
7/2/2024,P011,Headlight Assembly,Shanghai,Model Y,67,1440,22
9/24/2024,P001,Coolant Pump,Fremont,Cybertruck,329,673,19
6/18/2024,P016,AC Compressor,Fremont,Model Y,161,1139,17
12/27/2024,P006,Battery Module,New York,Model 3,476,862,6
8/31/2024,P015,Charging Cable,Shanghai,Model 3,122,1440,18
11/26/2024,P010,Headlight Assembly,Berlin,Model X,303,1123,24
5/17/2024,P008,Coolant Pump,Fremont,Model X,361,1349,13
1/28/2024,P017,Brake Pad Set,New York,Model Y,162,1651,23
1/7/2024,P013,Tire Set,Shanghai,Model 3,55,1497,15
11/28/2024,P009,Fuse Box,Berlin,Cybertruck,261,961,11
11/12/2024,P006,Radiator,Berlin,Model Y,305,1982,29
2/20/2024,P017,Air Filter,Berlin,Model S,298,445,22
5/15/2024,P002,AC Compressor,Shanghai,Model X,87,1375,22
6/26/2024,P018,Infotainment Screen,Fremont,Model X,333,651,24
5/8/2024,P016,Fuse Box,Shanghai,Model X,375,801,29
7/15/2024,P006,Seat Belt Kit,Fremont,Cybertruck,308,1899,18
9/23/2024,P003,Shock Absorber,Fremont,Model X,78,1548,6
4/16/2024,P003,Door Handle,Shanghai,Model 3,345,1238,4
2/17/2024,P014,Infotainment Screen,Austin,Model X,196,1819,12
5/17/2024,P010,Motor Assembly,Shanghai,Cybertruck,288,560,20
4/12/2024,P010,Coolant Pump,Fremont,Model Y,451,1014,9
2/16/2024,P002,AC Compressor,New York,Model S,253,1371,27
6/1/2024,P007,Headlight Assembly,New York,Model Y,367,290,15
1/6/2024,P014,AC Compressor,New York,Model Y,160,1864,19
1/11/2024,P017,Brake Pad Set,Shanghai,Model X,392,346,9
1/17/2024,P017,Charging Cable,Fremont,Model Y,456,1756,18
5/22/2024,P010,Radiator,Austin,Model S,301,1795,3
9/28/2024,P003,Suspension Arm,Fremont,Model X,226,725,15
11/7/2024,P017,AC Compressor,Shanghai,Model 3,363,1886,19
3/6/2024,P013,Steering Wheel,Austin,Model Y,383,1027,29
12/4/2024,P016,Headlight Assembly,Shanghai,Model X,369,1084,29
11/26/2024,P003,Headlight Assembly,New York,Cybertruck,396,998,28
9/12/2024,P015,Door Handle,Austin,Cybertruck,464,354,18
5/6/2024,P007,Windshield,Austin,Model Y,204,581,17
5/10/2024,P013,Fuse Box,Austin,Model S,122,1615,20
1/18/2024,P007,AC Compressor,New York,Model 3,352,739,26
7/25/2024,P011,Fuse Box,Austin,Model 3,65,1249,28
3/29/2024,P014,Steering Wheel,Shanghai,Model X,167,1710,6
8/30/2024,P011,Radiator,Shanghai,Model 3,182,1842,25
12/15/2024,P019,Suspension Arm,Fremont,Cybertruck,326,1515,26
1/17/2024,P007,Windshield,Berlin,Model 3,497,156,6
8/10/2024,P002,AC Compressor,New York,Model Y,161,1487,16
12/28/2024,P003,Infotainment Screen,Austin,Model S,434,1440,14
7/28/2024,P002,Steering Wheel,New York,Cybertruck,416,401,8
4/8/2024,P005,Windshield,New York,Model 3,49,1239,4
1/13/2024,P018,AC Compressor,Austin,Model 3,79,1980,19
11/14/2024,P016,Seat Belt Kit,Berlin,Model X,1,1025,23
9/26/2024,P003,Bumper Cover,Shanghai,Model Y,235,1398,17
7/5/2024,P015,Steering Wheel,New York,Cybertruck,367,1007,26
9/30/2024,P020,Battery Module,Austin,Model X,144,1111,7
5/12/2024,P020,Bumper Cover,Austin,Model 3,168,1382,23
1/14/2024,P013,Windshield,New York,Model Y,355,1828,23
10/7/2024,P006,Mirror Assembly,Shanghai,Model X,440,154,28
2/13/2024,P016,Tire Set,Shanghai,Model S,345,1328,19
10/21/2024,P011,Brake Pad Set,Berlin,Model 3,329,1775,4
4/13/2024,P014,Tire Set,New York,Model Y,345,1359,6
3/2/2024,P015,Infotainment Screen,Austin,Model S,73,653,13
2/22/2024,P005,AC Compressor,Shanghai,Model Y,280,147,19
11/4/2024,P006,Mirror Assembly,New York,Model Y,239,1124,24
4/27/2024,P015,Suspension Arm,Berlin,Cybertruck,228,1681,21
11/16/2024,P019,Suspension Arm,Shanghai,Model Y,104,1436,27
5/10/2024,P011,Bumper Cover,Austin,Model X,175,612,3
10/25/2024,P020,Coolant Pump,Austin,Model 3,474,703,15
11/1/2024,P006,Infotainment Screen,Shanghai,Model Y,486,1487,6
7/17/2024,P011,Fuse Box,Fremont,Model S,490,1177,5
2/5/2024,P008,Charging Cable,Shanghai,Model Y,386,366,12
10/5/2024,P012,Shock Absorber,Berlin,Cybertruck,475,736,21
8/3/2024,P017,Door Handle,New York,Cybertruck,19,331,28
3/14/2024,P001,AC Compressor,New York,Cybertruck,266,675,20
11/1/2024,P010,Door Handle,Austin,Model S,233,1978,18
2/24/2024,P014,Steering Wheel,Shanghai,Cybertruck,92,1181,18
1/12/2024,P007,Seat Belt Kit,Berlin,Model Y,18,856,6
3/23/2024,P018,Fuse Box,Shanghai,Cybertruck,158,1890,4
2/1/2024,P009,Air Filter,Shanghai,Model 3,58,1337,17
3/26/2024,P016,Door Handle,Fremont,Model 3,69,644,25
8/19/2024,P010,Headlight Assembly,Shanghai,Model 3,100,1553,23
10/1/2024,P012,Air Filter,Shanghai,Model Y,77,1811,24
7/19/2024,P009,AC Compressor,Berlin,Cybertruck,357,1419,17
2/20/2024,P014,Shock Absorber,Austin,Model Y,496,1171,20
11/15/2024,P002,Coolant Pump,New York,Model S,161,478,27
9/12/2024,P010,Battery Module,New York,Model 3,327,1123,11
8/28/2024,P010,Fuse Box,Fremont,Model X,171,537,24
7/23/2024,P002,Seat Belt Kit,New York,Model X,286,1508,13
7/14/2024,P006,Headlight Assembly,Shanghai,Model 3,175,1075,18
8/31/2024,P011,Battery Module,Berlin,Model Y,89,1904,19
11/15/2024,P009,Air Filter,Shanghai,Model X,177,1615,24
1/1/2024,P003,Headlight Assembly,Shanghai,Model Y,205,1839,12
3/29/2024,P019,Brake Pad Set,Shanghai,Cybertruck,267,238,6
10/8/2024,P011,Fuse Box,Berlin,Model S,267,636,25
5/18/2024,P004,Headlight Assembly,Fremont,Model Y,472,1966,20
3/27/2024,P015,Fuse Box,Austin,Model X,67,1490,27
1/2/2024,P012,Motor Assembly,Austin,Model Y,295,791,20
12/14/2024,P004,AC Compressor,Austin,Model Y,444,1433,29
6/16/2024,P015,Windshield,New York,Cybertruck,21,1086,22
4/28/2024,P017,Door Handle,Berlin,Cybertruck,244,1667,4
3/20/2024,P018,Door Handle,Berlin,Model X,220,1067,6
4/20/2024,P005,Brake Pad Set,Berlin,Model X,21,281,6
6/13/2024,P010,AC Compressor,Austin,Model S,460,333,7
8/6/2024,P020,Shock Absorber,Shanghai,Model Y,352,1371,3
1/5/2024,P009,Motor Assembly,Shanghai,Model 3,56,300,21
8/2/2024,P018,Steering Wheel,Berlin,Model X,138,321,20
7/13/2024,P012,Fuse Box,Austin,Model X,124,322,27
10/8/2024,P008,Seat Belt Kit,Berlin,Cybertruck,116,1091,10
1/6/2024,P011,Infotainment Screen,Austin,Model Y,405,428,27
10/26/2024,P004,Fuse Box,Shanghai,Model S,89,979,22
2/27/2024,P009,Air Filter,New York,Model 3,105,1449,11
12/2/2024,P004,Coolant Pump,Shanghai,Model X,276,158,18
10/28/2024,P018,Brake Pad Set,New York,Cybertruck,63,1197,17
4/11/2024,P014,Windshield,Fremont,Model S,199,1667,8
2/17/2024,P014,Shock Absorber,Austin,Model S,450,1082,5
10/2/2024,P001,Windshield,Fremont,Model Y,253,525,23
6/11/2024,P009,Shock Absorber,Austin,Model 3,157,400,21
11/27/2024,P006,Bumper Cover,Berlin,Model S,236,217,8
7/14/2024,P018,Infotainment Screen,Austin,Cybertruck,420,642,14
12/30/2024,P011,Tire Set,New York,Model Y,90,408,29
11/19/2024,P007,Coolant Pump,Fremont,Cybertruck,64,1679,5
5/11/2024,P008,Brake Pad Set,Austin,Cybertruck,292,1353,17
3/6/2024,P003,Headlight Assembly,Berlin,Cybertruck,194,994,15
3/23/2024,P011,Infotainment Screen,Shanghai,Model 3,167,514,5
9/21/2024,P011,Bumper Cover,Austin,Model S,235,1096,9
8/16/2024,P002,Radiator,Shanghai,Cybertruck,424,96,22
9/29/2024,P015,Battery Module,Fremont,Model X,94,1902,23
8/6/2024,P015,Door Handle,Fremont,Model X,75,1843,17
8/12/2024,P005,Seat Belt Kit,Fremont,Model X,91,739,16
4/22/2024,P020,Bumper Cover,Shanghai,Cybertruck,6,1311,16
5/19/2024,P008,Motor Assembly,New York,Cybertruck,273,99,20
7/3/2024,P016,Headlight Assembly,Fremont,Model Y,113,455,22
6/21/2024,P012,Brake Pad Set,Berlin,Model X,5,1392,27
1/11/2024,P014,Air Filter,Fremont,Model 3,492,174,28
6/7/2024,P013,Radiator,Berlin,Model 3,109,348,4
7/23/2024,P009,Door Handle,New York,Model X,99,996,16
8/17/2024,P007,Bumper Cover,Berlin,Model S,206,606,7
1/26/2024,P017,Mirror Assembly,Austin,Model 3,411,1865,18
11/14/2024,P002,Infotainment Screen,Shanghai,Model 3,106,1283,17
6/7/2024,P008,Windshield,New York,Model S,60,637,18
10/4/2024,P013,Door Handle,Fremont,Model S,14,229,23
5/27/2024,P008,Suspension Arm,Austin,Model 3,459,1086,24
9/22/2024,P018,Brake Pad Set,Berlin,Model S,89,1319,18
3/23/2024,P013,Radiator,Austin,Model S,194,588,27
1/26/2024,P008,Steering Wheel,Austin,Model Y,294,620,7
3/11/2024,P016,Charging Cable,New York,Model S,409,1619,17
2/6/2024,P020,Coolant Pump,Austin,Model 3,18,1313,11
5/12/2024,P003,Bumper Cover,New York,Model Y,445,1578,7
5/5/2024,P015,Charging Cable,Fremont,Model 3,365,1545,17
4/24/2024,P010,Brake Pad Set,Austin,Cybertruck,434,1540,10
4/1/2024,P018,Suspension Arm,Fremont,Model S,34,209,10
8/29/2024,P019,Coolant Pump,New York,Model S,25,1763,25
7/18/2024,P002,Infotainment Screen,Shanghai,Model 3,304,1650,3
7/25/2024,P010,Windshield,Fremont,Cybertruck,453,170,6
4/26/2024,P016,Air Filter,New York,Model 3,121,402,13
8/6/2024,P008,Mirror Assembly,Berlin,Model Y,41,1448,27
10/31/2024,P007,Tire Set,Austin,Model 3,416,770,3
8/30/2024,P004,Air Filter,Shanghai,Model X,427,1860,29
10/18/2024,P009,Tire Set,Berlin,Model 3,347,97,23
10/8/2024,P002,Coolant Pump,Austin,Model Y,40,230,4
10/27/2024,P016,Brake Pad Set,Fremont,Model 3,292,620,3
11/12/2024,P007,Battery Module,New York,Model S,327,492,24
6/20/2024,P015,Radiator,New York,Model S,405,670,4
3/16/2024,P005,Door Handle,Berlin,Model Y,461,1054,14
7/27/2024,P001,Infotainment Screen,Shanghai,Model 3,103,140,23
11/9/2024,P020,Mirror Assembly,Shanghai,Model S,460,1270,7
4/14/2024,P005,Mirror Assembly,New York,Cybertruck,444,1474,9
1/26/2024,P013,Radiator,Fremont,Model 3,199,848,27
12/16/2024,P020,Brake Pad Set,Berlin,Model S,464,221,6
3/19/2024,P013,Seat Belt Kit,Berlin,Model Y,273,901,11
5/7/2024,P018,Motor Assembly,New York,Cybertruck,218,918,6
5/16/2024,P002,Seat Belt Kit,New York,Model Y,342,1055,6
11/29/2024,P018,Radiator,Fremont,Model Y,11,1107,28
2/5/2024,P010,Bumper Cover,Berlin,Model X,175,1526,8
2/28/2024,P003,Coolant Pump,Berlin,Model X,499,886,10
8/17/2024,P010,Charging Cable,Shanghai,Model S,313,1309,9
5/3/2024,P009,Steering Wheel,Shanghai,Model 3,444,1807,8
3/28/2024,P003,Suspension Arm,Fremont,Model S,424,425,6
12/2/2024,P006,Tire Set,Berlin,Model Y,449,780,7
5/20/2024,P011,Suspension Arm,Fremont,Cybertruck,277,481,7
9/29/2024,P006,Charging Cable,New York,Model X,367,107,3
2/20/2024,P005,Steering Wheel,Austin,Model X,23,618,28
2/24/2024,P014,Air Filter,Shanghai,Model X,12,509,19
12/2/2024,P002,Coolant Pump,Berlin,Model 3,189,1436,9
5/29/2024,P001,Windshield,Shanghai,Model S,256,182,24
6/1/2024,P005,Bumper Cover,New York,Model Y,456,287,23
8/6/2024,P008,Windshield,Austin,Cybertruck,201,76,27
8/6/2024,P010,Battery Module,New York,Model 3,427,863,21
12/31/2024,P019,Motor Assembly,Shanghai,Model 3,239,1255,15
12/7/2024,P003,Windshield,Berlin,Model 3,179,1973,26
9/14/2024,P018,Tire Set,New York,Model X,96,906,13
2/14/2024,P007,Battery Module,Berlin,Model 3,332,1511,12
9/25/2024,P013,AC Compressor,New York,Model S,166,410,21
11/6/2024,P014,Charging Cable,Berlin,Model X,316,266,26
6/8/2024,P018,Suspension Arm,Fremont,Cybertruck,52,1398,11
10/4/2024,P012,AC Compressor,Berlin,Model X,313,59,21
12/10/2024,P008,Steering Wheel,Austin,Model S,122,869,10
2/24/2024,P018,Headlight Assembly,Shanghai,Model X,68,1677,29
5/24/2024,P006,Suspension Arm,Fremont,Model 3,304,781,22
8/22/2024,P012,AC Compressor,New York,Model Y,481,1681,29
6/27/2024,P003,Windshield,New York,Cybertruck,240,196,19
7/26/2024,P003,Steering Wheel,Shanghai,Model X,115,405,27
5/15/2024,P016,Charging Cable,Shanghai,Model X,391,415,10
12/18/2024,P017,Motor Assembly,Fremont,Model Y,321,597,25
10/1/2024,P016,Bumper Cover,Fremont,Model S,469,299,18
11/18/2024,P013,Steering Wheel,Austin,Model Y,305,1375,17
7/1/2024,P013,Tire Set,Fremont,Model X,140,1979,17
3/1/2024,P012,Seat Belt Kit,New York,Model S,317,1630,7
3/3/2024,P002,Battery Module,Austin,Model X,280,846,12
12/26/2024,P014,AC Compressor,Shanghai,Model X,487,1649,26
8/2/2024,P010,Steering Wheel,Berlin,Model 3,427,1979,9
12/25/2024,P019,Radiator,Fremont,Model 3,114,957,19
5/18/2024,P005,Windshield,Berlin,Model S,369,1364,3
5/13/2024,P016,Coolant Pump,Austin,Cybertruck,490,1343,28
2/3/2024,P005,Bumper Cover,Shanghai,Model 3,51,1570,10
7/11/2024,P002,Fuse Box,Shanghai,Model 3,372,683,15
12/20/2024,P006,AC Compressor,Fremont,Model Y,373,543,15
11/15/2024,P012,Suspension Arm,New York,Model X,297,1766,21
3/27/2024,P013,Motor Assembly,Fremont,Cybertruck,392,1626,14
7/28/2024,P013,Headlight Assembly,Fremont,Cybertruck,66,300,11
3/21/2024,P014,Motor Assembly,Berlin,Cybertruck,50,591,14
11/17/2024,P019,Motor Assembly,Berlin,Model Y,341,1222,26
12/4/2024,P015,Motor Assembly,Shanghai,Model S,461,465,20
7/8/2024,P003,Fuse Box,Shanghai,Model 3,100,1221,16
12/13/2024,P009,Shock Absorber,New York,Model 3,126,1079,17
8/20/2024,P010,Air Filter,Austin,Model Y,144,1376,6
6/17/2024,P007,Tire Set,Berlin,Model Y,163,183,16
9/7/2024,P014,Mirror Assembly,Austin,Model X,119,1378,10
6/16/2024,P017,Battery Module,Fremont,Model X,112,190,15
8/18/2024,P014,Motor Assembly,Fremont,Model 3,71,1462,7
5/29/2024,P010,Coolant Pump,Shanghai,Model X,469,1875,22
5/31/2024,P005,Brake Pad Set,Shanghai,Model 3,217,1612,19
2/7/2024,P018,Motor Assembly,New York,Model 3,92,1923,28
10/23/2024,P017,Radiator,Austin,Model Y,353,544,7
10/1/2024,P018,Fuse Box,Berlin,Model Y,464,922,8
4/14/2024,P004,Tire Set,New York,Model 3,453,467,24
12/13/2024,P020,Mirror Assembly,Fremont,Model X,178,1934,7
12/17/2024,P001,Brake Pad Set,Shanghai,Cybertruck,58,870,17
3/2/2024,P013,Shock Absorber,Fremont,Model 3,213,666,22
1/16/2024,P010,Door Handle,Fremont,Cybertruck,119,587,16
12/15/2024,P015,Tire Set,Fremont,Model S,350,1097,4
5/29/2024,P005,Seat Belt Kit,New York,Model X,427,926,11
5/21/2024,P018,Headlight Assembly,New York,Cybertruck,465,585,27
4/25/2024,P004,AC Compressor,Berlin,Model Y,418,850,7
11/7/2024,P001,Mirror Assembly,Shanghai,Model Y,258,1289,21
3/5/2024,P010,Infotainment Screen,Shanghai,Model 3,32,1167,11
11/5/2024,P017,Mirror Assembly,Berlin,Model Y,428,1053,19
7/12/2024,P003,Steering Wheel,Austin,Model 3,208,1513,19
12/7/2024,P004,AC Compressor,Austin,Model Y,316,830,18
6/9/2024,P012,Air Filter,Shanghai,Model X,38,1167,4
11/1/2024,P011,Infotainment Screen,New York,Model 3,323,567,17
12/26/2024,P003,Seat Belt Kit,New York,Model 3,324,311,20
10/4/2024,P011,Air Filter,New York,Model X,388,970,17
10/22/2024,P003,Radiator,Austin,Model X,88,1365,15
2/8/2024,P004,Radiator,Shanghai,Model Y,169,1157,24
12/26/2024,P003,Brake Pad Set,Berlin,Model 3,206,1066,27
6/17/2024,P012,Air Filter,Austin,Model X,344,1034,11
3/8/2024,P012,Radiator,Austin,Model X,135,1931,23
1/7/2024,P017,Brake Pad Set,Fremont,Model 3,499,1131,13
3/25/2024,P008,Motor Assembly,Shanghai,Cybertruck,223,1889,22
7/17/2024,P010,Seat Belt Kit,Fremont,Model 3,352,1809,28
5/11/2024,P016,Fuse Box,Fremont,Model S,462,1199,23
3/16/2024,P019,Infotainment Screen,New York,Model 3,455,489,16
9/6/2024,P015,Suspension Arm,Austin,Model X,371,1222,11
12/12/2024,P011,Suspension Arm,Austin,Model S,440,107,13
7/27/2024,P007,Fuse Box,Austin,Model 3,225,1577,12
3/24/2024,P007,Radiator,Fremont,Cybertruck,351,1598,20
8/10/2024,P018,Windshield,New York,Model 3,445,1939,13
9/9/2024,P019,Battery Module,Shanghai,Model 3,283,1572,21
1/31/2024,P016,Shock Absorber,New York,Model 3,134,182,4
12/20/2024,P003,Mirror Assembly,Fremont,Model X,118,1923,16
7/19/2024,P006,Windshield,Austin,Model S,71,1101,17
2/21/2024,P001,Brake Pad Set,Fremont,Model X,466,431,13
